# train_accs, valid_accs, test_accs, fidelity
9.250000119209289551e-01 6.875000000000000000e-01 8.750000000000000000e-01 5.526630117874362647e-01
7.333333492279052734e-01 5.937500000000000000e-01 7.916666865348815918e-01 7.290551883073126405e-01
9.583333134651184082e-01 9.062500000000000000e-01 9.166666865348815918e-01 6.996701033519052704e-01
9.416666626930236816e-01 8.437500000000000000e-01 9.583333134651184082e-01 6.439200071520404522e-01
9.750000238418579102e-01 9.062500000000000000e-01 9.166666865348815918e-01 8.503572467155109393e-01
9.583333134651184082e-01 8.125000000000000000e-01 7.916666865348815918e-01 4.215323434629850707e-01
9.583333134651184082e-01 8.437500000000000000e-01 8.541666865348815918e-01 6.463308338485145299e-01
9.916666746139526367e-01 9.687500000000000000e-01 9.166666865348815918e-01 6.989904223994174437e-01
9.583333134651184082e-01 8.750000000000000000e-01 7.708333134651184082e-01 6.953916821320688113e-01
9.750000238418579102e-01 9.375000000000000000e-01 8.958333134651184082e-01 6.732334570004692154e-01
9.750000238418579102e-01 9.062500000000000000e-01 8.541666865348815918e-01 6.444521080438984084e-01
9.916666746139526367e-01 8.750000000000000000e-01 9.166666865348815918e-01 7.151831285988213827e-01
8.083333373069763184e-01 5.625000000000000000e-01 6.875000000000000000e-01 6.155208234299984760e-01
9.083333611488342285e-01 8.750000000000000000e-01 8.541666865348815918e-01 6.753474470975410204e-01
9.750000238418579102e-01 8.750000000000000000e-01 9.791666865348815918e-01 6.124262108789928494e-01
9.499999880790710449e-01 9.375000000000000000e-01 8.541666865348815918e-01 5.179924094534528178e-01
9.166666865348815918e-01 7.812500000000000000e-01 8.750000000000000000e-01 5.988081046936277740e-01
9.666666388511657715e-01 9.062500000000000000e-01 9.375000000000000000e-01 6.185792616053752413e-01
9.499999880790710449e-01 8.750000000000000000e-01 9.166666865348815918e-01 6.900632962799954084e-01
8.916666507720947266e-01 8.750000000000000000e-01 8.958333134651184082e-01 5.262408439619802314e-01
9.499999880790710449e-01 8.750000000000000000e-01 8.958333134651184082e-01 6.412108717632174493e-01
9.750000238418579102e-01 8.437500000000000000e-01 8.958333134651184082e-01 8.617261177504615954e-01
9.833333492279052734e-01 9.687500000000000000e-01 8.541666865348815918e-01 8.452627142343536182e-01
9.583333134651184082e-01 9.375000000000000000e-01 8.541666865348815918e-01 4.440339155326020748e-01
