# train_accs, valid_accs, test_accs, fidelity
8.583333492279052734e-01 7.812500000000000000e-01 8.750000000000000000e-01 8.338932781757303347e-01
9.583333134651184082e-01 9.375000000000000000e-01 7.916666865348815918e-01 8.031899565903088956e-01
9.499999880790710449e-01 8.750000000000000000e-01 8.125000000000000000e-01 8.815644492196483828e-01
9.833333492279052734e-01 9.062500000000000000e-01 8.958333134651184082e-01 7.978936176566659988e-01
9.750000238418579102e-01 8.750000000000000000e-01 8.750000000000000000e-01 6.362538562086866856e-01
9.833333492279052734e-01 9.062500000000000000e-01 8.541666865348815918e-01 6.247107342524330642e-01
8.083333373069763184e-01 7.812500000000000000e-01 7.708333134651184082e-01 8.087359547103412094e-01
9.166666865348815918e-01 9.687500000000000000e-01 8.958333134651184082e-01 8.296408275308324587e-01
9.833333492279052734e-01 9.375000000000000000e-01 7.916666865348815918e-01 8.470490499686728070e-01
9.916666746139526367e-01 9.375000000000000000e-01 9.166666865348815918e-01 8.150210090100442617e-01
9.499999880790710449e-01 9.062500000000000000e-01 8.958333134651184082e-01 9.223820915395555264e-01
9.750000238418579102e-01 8.125000000000000000e-01 8.125000000000000000e-01 8.209196376661898054e-01
7.666666507720947266e-01 8.125000000000000000e-01 7.916666865348815918e-01 7.125426450253706800e-01
8.999999761581420898e-01 8.125000000000000000e-01 7.291666865348815918e-01 7.390021353630418233e-01
8.750000000000000000e-01 8.125000000000000000e-01 8.541666865348815918e-01 8.116744957927353177e-01
9.083333611488342285e-01 8.125000000000000000e-01 8.958333134651184082e-01 7.909547625248560809e-01
9.750000238418579102e-01 8.750000000000000000e-01 9.375000000000000000e-01 8.656270523655981153e-01
9.833333492279052734e-01 9.062500000000000000e-01 9.166666865348815918e-01 7.118407306566950643e-01
8.833333253860473633e-01 8.125000000000000000e-01 7.291666865348815918e-01 7.710461956363117153e-01
9.833333492279052734e-01 8.750000000000000000e-01 8.541666865348815918e-01 7.505408557970303374e-01
9.833333492279052734e-01 9.375000000000000000e-01 8.541666865348815918e-01 7.896107817058229950e-01
9.583333134651184082e-01 8.437500000000000000e-01 8.333333134651184082e-01 8.573212174846387423e-01
9.916666746139526367e-01 9.062500000000000000e-01 8.750000000000000000e-01 8.013889452681612902e-01
9.750000238418579102e-01 8.437500000000000000e-01 8.541666865348815918e-01 7.379332811115166812e-01
5.333333611488342285e-01 4.062500000000000000e-01 4.583333432674407959e-01 8.694837435133901948e-01
9.666666388511657715e-01 8.750000000000000000e-01 8.541666865348815918e-01 8.133677243739547702e-01
9.416666626930236816e-01 5.000000000000000000e-01 8.958333134651184082e-01 7.805604322576353837e-01
9.166666865348815918e-01 8.437500000000000000e-01 9.166666865348815918e-01 8.916784454285164863e-01
8.666666746139526367e-01 8.437500000000000000e-01 8.750000000000000000e-01 8.849308309350341073e-01
9.499999880790710449e-01 8.125000000000000000e-01 7.916666865348815918e-01 9.107717342008436745e-01
9.666666388511657715e-01 9.375000000000000000e-01 8.958333134651184082e-01 8.441057713303683485e-01
8.833333253860473633e-01 8.437500000000000000e-01 8.541666865348815918e-01 8.046383741952939372e-01
9.833333492279052734e-01 9.062500000000000000e-01 9.166666865348815918e-01 8.323772120733814450e-01
9.750000238418579102e-01 9.687500000000000000e-01 8.750000000000000000e-01 8.360699486326735874e-01
9.750000238418579102e-01 7.500000000000000000e-01 9.166666865348815918e-01 8.641234299857919465e-01
9.666666388511657715e-01 8.437500000000000000e-01 8.750000000000000000e-01 8.687402519127567224e-01
9.499999880790710449e-01 8.750000000000000000e-01 8.958333134651184082e-01 6.385946988567163807e-01
9.333333373069763184e-01 7.812500000000000000e-01 8.750000000000000000e-01 8.432806893912856427e-01
9.666666388511657715e-01 9.062500000000000000e-01 8.958333134651184082e-01 8.272924332274744774e-01
9.750000238418579102e-01 8.125000000000000000e-01 8.541666865348815918e-01 8.349782265124198188e-01
8.249999880790710449e-01 8.125000000000000000e-01 7.708333134651184082e-01 8.656173700963135653e-01
9.750000238418579102e-01 9.375000000000000000e-01 9.166666865348815918e-01 7.586002111112213342e-01
9.833333492279052734e-01 9.375000000000000000e-01 8.750000000000000000e-01 8.267310918677158726e-01
8.833333253860473633e-01 6.875000000000000000e-01 7.500000000000000000e-01 7.513045552072501465e-01
8.999999761581420898e-01 7.500000000000000000e-01 7.291666865348815918e-01 8.731803918076233018e-01
9.916666746139526367e-01 9.375000000000000000e-01 9.375000000000000000e-01 8.361592324964248757e-01
9.166666865348815918e-01 8.437500000000000000e-01 8.541666865348815918e-01 7.784629021123288251e-01
9.666666388511657715e-01 8.750000000000000000e-01 9.375000000000000000e-01 8.384038219908362954e-01
6.583333611488342285e-01 6.562500000000000000e-01 6.041666865348815918e-01 7.429721032180101048e-01
6.999999880790710449e-01 6.250000000000000000e-01 7.083333134651184082e-01 9.643194622552183626e-01
8.999999761581420898e-01 6.250000000000000000e-01 8.750000000000000000e-01 9.412816503824613656e-01
9.416666626930236816e-01 8.437500000000000000e-01 9.375000000000000000e-01 8.754543858049748106e-01
9.499999880790710449e-01 9.062500000000000000e-01 9.166666865348815918e-01 8.678318328798811931e-01
9.583333134651184082e-01 8.750000000000000000e-01 8.958333134651184082e-01 8.498930485386316791e-01
9.583333134651184082e-01 9.062500000000000000e-01 9.166666865348815918e-01 7.839193626684808347e-01
9.499999880790710449e-01 8.437500000000000000e-01 8.333333134651184082e-01 7.466747521804395493e-01
9.499999880790710449e-01 8.750000000000000000e-01 8.541666865348815918e-01 7.780583240328301509e-01
9.833333492279052734e-01 9.687500000000000000e-01 8.958333134651184082e-01 6.761745135180975419e-01
9.833333492279052734e-01 9.062500000000000000e-01 7.916666865348815918e-01 6.227952643374787822e-01
9.750000238418579102e-01 9.062500000000000000e-01 8.958333134651184082e-01 7.854557621380806598e-01
9.750000238418579102e-01 9.375000000000000000e-01 8.750000000000000000e-01 6.012474223688459851e-01
9.833333492279052734e-01 8.437500000000000000e-01 9.166666865348815918e-01 8.427594132807518790e-01
9.833333492279052734e-01 8.750000000000000000e-01 8.541666865348815918e-01 8.130068975406778975e-01
9.499999880790710449e-01 9.062500000000000000e-01 9.583333134651184082e-01 7.632043968679437240e-01
9.583333134651184082e-01 8.750000000000000000e-01 9.375000000000000000e-01 8.645305467228110441e-01
9.499999880790710449e-01 9.375000000000000000e-01 8.541666865348815918e-01 8.254200299471915470e-01
9.333333373069763184e-01 7.812500000000000000e-01 9.166666865348815918e-01 7.560645583295806382e-01
9.750000238418579102e-01 9.375000000000000000e-01 9.375000000000000000e-01 8.565848390162955628e-01
8.999999761581420898e-01 8.750000000000000000e-01 7.500000000000000000e-01 8.476795847114164673e-01
7.166666388511657715e-01 6.875000000000000000e-01 7.083333134651184082e-01 7.351112600528888485e-01
9.666666388511657715e-01 8.125000000000000000e-01 8.958333134651184082e-01 8.583549709157519692e-01
9.750000238418579102e-01 9.062500000000000000e-01 8.958333134651184082e-01 7.176198174439674116e-01
9.833333492279052734e-01 9.687500000000000000e-01 8.541666865348815918e-01 8.012376872773825376e-01
9.666666388511657715e-01 9.375000000000000000e-01 8.750000000000000000e-01 8.167169512405154652e-01
