# train_accs, valid_accs, test_accs, fidelity
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.880175606671202759e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.271376584542486476e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.428686917153059177e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.057909496654303450e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.365055753000531391e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.717111116384380853e-01
6.916666626930236816e-01 6.250000000000000000e-01 7.500000000000000000e-01 6.203822678103405597e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.732470675986305331e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 3.318936232864440061e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.730086344805182863e-01
9.666666388511657715e-01 9.687500000000000000e-01 9.791666865348815918e-01 4.301285231767673078e-01
9.583333134651184082e-01 9.687500000000000000e-01 9.166666865348815918e-01 5.819921148691995505e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.871635006026612258e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.645230788903001784e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.444821737265463923e-01
1.000000000000000000e+00 9.687500000000000000e-01 9.791666865348815918e-01 6.815286645912468355e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 4.819079636181758941e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.791666865348815918e-01 3.916582298669895046e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.762075766189360460e-01
9.916666746139526367e-01 9.687500000000000000e-01 1.000000000000000000e+00 7.002232105514967220e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.663865915310192678e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.805513950396139267e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.577580927466571525e-01
9.750000238418579102e-01 1.000000000000000000e+00 9.791666865348815918e-01 6.977622782246181155e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.583333134651184082e-01 5.192572606221179665e-01
6.833333373069763184e-01 6.875000000000000000e-01 6.875000000000000000e-01 4.577389257317917570e-01
9.833333492279052734e-01 9.375000000000000000e-01 1.000000000000000000e+00 6.438882105700516334e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.354045427061822959e-01
9.833333492279052734e-01 9.687500000000000000e-01 1.000000000000000000e+00 5.762588490694671162e-01
9.666666388511657715e-01 9.375000000000000000e-01 1.000000000000000000e+00 5.125153909129500640e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.004628468095105864e-01
